Date,DATE,STA_1,STA_6,STA_14,STA_INT,STA_HQ,STA_23,STA_17,STA_24
120102,1/2/2012,-2,-5,-5,-3,0,-4,-6,-4
120103,1/3/2012,-16,-16,-17,-16,-9,-14,-17,-15
120104,1/4/2012,-15,-18,-17,-15,-13,-16,-19,-16
120105,1/5/2012,-9,-9,-9,-8,-6,-8,-12,-9
120106,1/6/2012,-6,-7,-6,-6,-6,-7,-8,-6
120107,1/7/2012,0,0,1,0,-3,0,-2,0
120108,1/8/2012,-6,-8,-8,-6,-4,-7,-9,-7
120109,1/9/2012,-6,-9,-9,-7,-5,-7,-11,-9
120110,1/10/2012,-3,-6,-6,-4,-3,-3,-7,-4
120111,1/11/2012,-5,-8,-8,-6,-4,-5,-10,-7
120112,1/12/2012,-2,-5,-4,-3,-2,-2,-6,-4
120113,1/13/2012,-3,-6,-5,-4,-2,-2,-7,-4
120114,1/14/2012,-13,-16,-16,-13,-10,-13,-17,-15
120115,1/15/2012,-19,-22,-23,-19,-16,-22,-24,-22
120116,1/16/2012,-12,-14,-16,-12,-11,-15,-16,-15
120117,1/17/2012,-4,-5,-4,-4,-3,-3,-6,-3
120118,1/18/2012,-11,-7,-8,-11,-5,-6,-10,-8
120119,1/19/2012,-14,-12,-14,-14,-11,-12,-15,-13
120120,1/20/2012,-13,-11,-13,-14,-8,-11,-14,-12
120121,1/21/2012,-16,-14,-14,-16,-13,-12,-16,-14
120122,1/22/2012,-12,-10,-12,-12,-12,-12,-14,-12
120123,1/23/2012,-4,-4,-4,-4,-5,-3,-6,-4
120124,1/24/2012,-1,2,-1,-1,3,1,-2,-1
120125,1/25/2012,-3,-5,-6,-4,-1,-4,-7,-5
120126,1/26/2012,-1,-5,-6,-2,-1,-5,-7,-6
120127,1/27/2012,-1,-3,-3,-2,0,-2,-4,-2
120128,1/28/2012,1,-2,-3,1,2,-2,-5,-3
120129,1/29/2012,-2,-4,-6,-2,1,-4,-8,-6
120130,1/30/2012,-7,-9,-9,-7,-5,-9,-10,-9
120131,1/31/2012,-7,-8,-8,-7,-7,-8,-7,-7
120201,2/1/2012,1,0,0,1,-1,1,-1,1
120202,2/2/2012,-2,-7,-6,-3,-3,-6,-7,-6
120203,2/3/2012,-6,-9,-11,-6,-6,-11,-12,-9
120204,2/4/2012,-8,-11,-11,-8,-4,-11,-11,-11
120205,2/5/2012,-7,-9,-12,-7,-6,-11,-12,-11
120206,2/6/2012,-3,-2,-4,-3,1,-3,-5,-3
120207,2/7/2012,-5,-8,-9,-5,-3,-8,-10,-9
120208,2/8/2012,-7,-8,-11,-7,-6,-10,-12,-10
120209,2/9/2012,-1,-4,-6,-1,0,-5,-7,-5
120210,2/10/2012,0,-2,-4,-1,-1,-3,-4,-3
120211,2/11/2012,-7,-9,-10,-7,-3,-10,-11,-10
120212,2/12/2012,-17,-19,-19,-16,-13,-18,-20,-19
120213,2/13/2012,-8,-11,-12,-8,-6,-12,-14,-12
120214,2/14/2012,-2,-4,-5,-3,-4,-6,-7,-6
120215,2/15/2012,0,-1,-2,-1,0,-2,-3,-2
120216,2/16/2012,1,1,-1,1,2,0,-2,-1
120217,2/17/2012,2,0,-2,2,3,-1,-4,-1
120218,2/18/2012,0,-2,-4,-1,2,-4,-6,-4
120219,2/19/2012,-4,-6,-8,-5,-1,-8,-10,-8
120220,2/20/2012,-5,-7,-8,-5,-1,-6,-8,-7
120221,2/21/2012,-4,-6,-7,-5,-3,-7,-8,-6
120222,2/22/2012,3,1,-1,2,3,-1,-3,-1
120223,2/23/2012,1,-1,-3,0,1,-2,-4,-2
120224,2/24/2012,-1,-4,-4,-2,-1,-4,-6,-4
120225,2/25/2012,-4,-8,-8,-4,-2,-7,-9,-7
120226,2/26/2012,-7,-9,-11,-7,-5,-11,-14,-11
120227,2/27/2012,-6,-7,-9,-6,-6,-8,-9,-8
120228,2/28/2012,-5,-6,-8,-5,-4,-8,-8,-7
120229,2/29/2012,-5,-7,-8,-6,-6,-7,-8,-7
120301,3/1/2012,-7,-9,-9,-7,-5,-9,-10,-8
120302,3/2/2012,-7,-9,-9,-7,-5,-8,-9,-8
120303,3/3/2012,-1,-3,-4,-1,1,-3,-4,-2
120304,3/4/2012,-1,-2,-4,-1,1,-4,-5,-3
120305,3/5/2012,-9,-10,-14,-9,-6,-12,-14,-12
120306,3/6/2012,-8,-9,-12,-8,-5,-11,-13,-12
120307,3/7/2012,2,1,0,2,1,-1,-2,-2
120308,3/8/2012,9,7,7,9,8,8,6,6
120309,3/9/2012,0,-3,-4,0,0,-3,-5,-5
120310,3/10/2012,-2,-3,-6,-2,-1,-6,-6,-6
120311,3/11/2012,1,1,-1,1,3,-2,-3,-3
120312,3/12/2012,10,10,7,10,8,7,6,5
120313,3/13/2012,9,10,6,9,8,7,6,6
120314,3/14/2012,4,4,3,4,4,2,3,1
120315,3/15/2012,2,1,-1,2,2,0,-1,-1
120316,3/16/2012,3,1,0,3,3,0,0,-1
120317,3/17/2012,7,5,3,7,7,4,3,2
120318,3/18/2012,14,13,11,14,14,9,11,7
120319,3/19/2012,15,14,7,15,14,10,7,8
120320,3/20/2012,17,16,9,17,15,12,14,9
120321,3/21/2012,19,19,12,19,16,14,17,11
120322,3/22/2012,19,19,14,19,16,16,16,12
120323,3/23/2012,12,11,8,12,14,10,9,6
120324,3/24/2012,9,7,4,9,10,6,7,2
120325,3/25/2012,4,4,1,4,5,2,3,0
120326,3/26/2012,0,-2,-5,0,-1,-3,-3,-5
120327,3/27/2012,-2,-5,-6,-2,-2,-6,-9,-6
120328,3/28/2012,-1,-2,-4,-1,0,-3,-5,-2
120329,3/29/2012,1,-1,-3,1,1,-2,-5,-2
120330,3/30/2012,1,-3,-5,1,1,-3,-7,-4
120331,3/31/2012,4,2,-4,4,4,0,-4,0
120401,4/1/2012,4,3,-1,4,3,1,-2,1
120402,4/2/2012,3,2,-1,3,5,1,-2,1
120403,4/3/2012,4,2,0,4,5,1,-2,1
120404,4/4/2012,5,5,2,5,6,3,-1,4
120405,4/5/2012,2,1,-2,2,2,-1,-3,-1
120406,4/6/2012,3,2,0,2,4,1,-2,1
120407,4/7/2012,3,2,0,3,4,1,-2,1
120408,4/8/2012,3,1,-2,3,5,0,-3,0
120409,4/9/2012,5,1,-1,5,4,1,-2,2
120410,4/10/2012,6,3,1,6,6,3,-1,3
120411,4/11/2012,5,3,2,5,5,2,0,2
120412,4/12/2012,6,4,3,6,5,4,1,4
120413,4/13/2012,8,6,4,8,6,5,3,6
120414,4/14/2012,10,10,8,10,10,9,7,10
120415,4/15/2012,16,15,12,16,14,13,11,14
120416,4/16/2012,22,21,19,22,22,20,17,20
120417,4/17/2012,15,13,11,15,16,12,10,12
120418,4/18/2012,9,8,5,9,9,6,4,7
120419,4/19/2012,11,11,8,11,10,9,8,10
120420,4/20/2012,16,16,14,16,14,14,14,15
120421,4/21/2012,15,13,12,15,16,13,12,14
120422,4/22/2012,6,5,3,6,8,4,3,6
120423,4/23/2012,9,6,6,9,9,6,4,7
120424,4/24/2012,6,5,2,6,6,3,0,4
120425,4/25/2012,6,7,2,6,6,4,2,5
120426,4/26/2012,6,8,4,6,7,5,3,6
120427,4/27/2012,1,3,-2,1,3,0,-2,1
120428,4/28/2012,1,2,-3,1,3,-1,-4,0
120429,4/29/2012,3,4,-1,3,4,1,-2,2
120430,4/30/2012,7,7,5,7,9,5,3,6
120501,5/1/2012,6,4,1,6,6,2,2,4
120502,5/2/2012,7,4,3,7,7,4,3,5
120503,5/3/2012,9,6,4,9,9,6,4,7
120504,5/4/2012,10,8,6,10,10,7,6,9
120505,5/5/2012,12,11,9,12,12,9,7,10
120506,5/6/2012,12,11,8,12,12,9,7,9
120507,5/7/2012,14,12,10,14,12,8,10,11
120508,5/8/2012,8,6,4,8,9,5,5,5
120509,5/9/2012,12,10,8,12,12,10,11,10
120510,5/10/2012,9,7,6,9,10,6,6,6
120511,5/11/2012,11,8,6,11,9,7,5,5
120512,5/12/2012,14,14,11,14,12,11,10,10
120513,5/13/2012,19,19,15,19,17,16,16,14
120514,5/14/2012,14,12,11,11,14,11,11,11
120515,5/15/2012,14,12,11,14,14,11,11,11
120516,5/16/2012,17,14,14,17,16,14,14,14
120517,5/17/2012,12,10,8,12,11,9,8,8
120518,5/18/2012,14,12,11,14,13,12,11,11
120519,5/19/2012,18,18,16,18,17,16,16,15
120520,5/20/2012,22,21,19,22,20,19,20,18
120521,5/21/2012,21,18,16,21,18,17,17,16
120522,5/22/2012,18,16,14,18,19,16,15,15
120523,5/23/2012,21,19,17,21,20,17,17,16
120524,5/24/2012,19,16,15,19,19,16,15,15
120525,5/25/2012,15,14,13,15,16,14,14,14
120526,5/26/2012,22,19,17,22,21,18,14,17
120527,5/27/2012,19,17,16,19,19,17,16,16
120528,5/28/2012,20,18,17,20,19,18,17,16
120529,5/29/2012,14,14,12,14,15,13,13,13
120530,5/30/2012,20,18,17,20,19,17,17,16
120531,5/31/2012,17,15,14,17,17,15,14,14
120601,6/1/2012,16,13,12,16,14,12,12,11
120602,6/2/2012,11,9,7,11,12,9,7,7
120603,6/3/2012,13,11,8,13,13,10,9,8
120604,6/4/2012,10,7,5,10,10,7,6,6
120605,6/5/2012,12,10,8,12,12,9,8,8
120606,6/6/2012,14,10,10,14,12,11,11,10
120607,6/7/2012,15,14,11,15,14,12,11,11
120608,6/8/2012,16,14,14,16,17,14,14,13
120609,6/9/2012,16,12,13,16,17,14,13,13
120610,6/10/2012,19,16,17,19,18,16,17,16
120611,6/11/2012,19,15,16,19,18,16,18,16
120612,6/12/2012,19,15,16,19,17,17,18,16
120613,6/13/2012,18,14,16,18,19,15,15,14
120614,6/14/2012,18,14,15,18,17,16,15,14
120615,6/15/2012,19,15,15,19,16,15,15,13
120616,6/16/2012,19,15,16,19,17,16,17,15
120617,6/17/2012,18,13,14,18,18,16,15,14
120618,6/18/2012,16,11,12,16,15,13,13,12
120619,6/19/2012,18,14,16,18,17,16,16,16
120620,6/20/2012,26,22,24,26,25,24,24,24
120621,6/21/2012,27,24,25,27,26,26,24,26
120622,6/22/2012,24,21,22,24,24,22,22,22
120623,6/23/2012,21,17,19,21,22,20,19,20
120624,6/24/2012,21,16,18,21,21,18,17,18
120625,6/25/2012,16,12,11,16,16,13,13,13
120626,6/26/2012,14,9,11,14,14,11,11,11
120627,6/27/2012,15,10,11,15,14,12,10,11
120628,6/28/2012,19,14,16,19,19,16,14,16
120629,6/29/2012,22,18,19,22,20,19,19,19
120630,6/30/2012,23,19,21,23,22,21,20,20
120701,7/1/2012,22,17,20,22,22,20,19,20
120702,7/2/2012,20,14,18,20,20,18,18,19
120703,7/3/2012,19,14,17,19,19,16,17,17
120704,7/4/2012,21,17,19,21,21,19,19,19
120705,7/5/2012,21,15,17,21,20,17,16,17
120706,7/6/2012,22,17,20,22,22,19,19,19
120707,7/7/2012,22,17,21,22,23,21,21,21
120708,7/8/2012,19,15,17,19,21,17,17,17
120709,7/9/2012,18,13,16,18,18,16,16,16
120710,7/10/2012,18,14,16,18,17,16,16,17
120711,7/11/2012,21,17,19,21,19,19,20,19
120712,7/12/2012,22,19,21,22,22,20,22,21
120713,7/13/2012,24,20,23,24,23,22,23,22
120714,7/14/2012,25,21,24,25,24,22,24,23
120715,7/15/2012,25,21,24,25,25,23,24,23
120716,7/16/2012,25,19,23,25,25,22,21,21
120717,7/17/2012,25,19,23,25,24,23,23,23
120718,7/18/2012,21,16,18,21,22,18,18,18
120719,7/19/2012,18,12,15,18,17,15,15,15
120720,7/20/2012,19,13,16,19,18,16,16,15
120721,7/21/2012,21,16,18,21,19,18,18,17
120722,7/22/2012,22,17,21,22,23,19,21,20
120723,7/23/2012,22,18,21,22,24,22,21,21
120724,7/24/2012,21,15,17,21,22,18,17,17
120725,7/25/2012,19,13,16,19,19,16,16,16
120726,7/26/2012,17,12,14,17,16,14,14,14
120727,7/27/2012,21,16,18,21,20,18,18,17
120728,7/28/2012,22,16,19,22,22,19,19,18
120729,7/29/2012,20,14,17,20,20,17,17,16
120730,7/30/2012,22,17,20,22,23,19,18,19
120731,7/31/2012,22,17,20,23,21,19,19,19
120801,8/1/2012,20,15,18,20,21,18,17,18
120802,8/2/2012,21,19,20,21,24,21,21,21
120803,8/3/2012,25,19,23,25,24,22,22,21
120804,8/4/2012,25,22,23,25,24,22,22,21
120805,8/5/2012,24,17,21,24,23,20,20,20
120806,8/6/2012,19,13,15,19,18,17,15,17
120807,8/7/2012,20,15,16,20,20,17,17,17
120808,8/8/2012,22,18,19,22,21,20,21,19
120809,8/9/2012,23,18,19,23,21,20,21,20
120810,8/10/2012,20,14,16,20,20,18,17,17
120811,8/11/2012,20,15,16,20,21,18,17,17
120812,8/12/2012,22,17,18,22,23,19,19,19
120813,8/13/2012,21,20,17,21,22,18,18,18
120814,8/14/2012,22,20,17,22,21,19,18,18
120815,8/15/2012,22,19,17,22,21,19,18,18
120816,8/16/2012,20,18,16,20,19,17,16,16
120817,8/17/2012,21,19,19,21,20,18,17,18
120818,8/18/2012,19,18,18,19,19,16,18,17
120819,8/19/2012,18,16,15,18,17,15,14,16
120820,8/20/2012,20,18,17,20,18,16,18,16
120821,8/21/2012,19,17,15,19,18,16,16,15
120822,8/22/2012,20,17,16,20,17,16,17,16
120823,8/23/2012,21,19,19,21,19,19,19,19
120824,8/24/2012,21,20,20,21,21,19,20,19
120825,8/25/2012,22,20,18,22,20,19,19,19
120826,8/26/2012,23,21,19,23,22,19,20,19
120827,8/27/2012,22,17,18,22,22,19,19,19
120828,8/28/2012,19,13,13,19,19,16,14,15
120829,8/29/2012,16,11,11,16,16,13,12,12
120830,8/30/2012,18,13,14,18,17,16,15,15
120831,8/31/2012,21,17,18,21,20,19,18,19
120901,9/1/2012,21,20,19,21,20,17,18,17
120902,9/2/2012,19,18,17,19,19,16,16,15
120903,9/3/2012,19,18,17,19,18,16,17,15
120904,9/4/2012,16,15,14,16,15,13,13,14
120905,9/5/2012,21,20,19,21,20,18,17,17
120906,9/6/2012,21,21,20,21,21,17,17,17
120907,9/7/2012,22,21,20,22,22,18,18,18
120908,9/8/2012,20,19,19,20,21,17,15,16
120909,9/9/2012,16,15,15,16,16,12,11,12
120910,9/10/2012,12,10,11,12,13,9,8,9
120911,9/11/2012,14,14,13,14,15,11,9,10
120912,9/12/2012,18,16,15,18,15,15,14,14
120913,9/13/2012,21,18,18,21,17,18,17,17
120914,9/14/2012,21,20,19,21,19,19,18,18
120915,9/15/2012,15,13,13,14,14,11,10,10
120916,9/16/2012,12,8,10,12,11,8,7,7
120917,9/17/2012,15,11,13,15,14,12,11,11
120918,9/18/2012,15,13,13,15,14,13,13,13
120919,9/19/2012,12,11,10,12,10,9,9,9
120920,9/20/2012,11,9,9,11,9,7,6,6
120921,9/21/2012,13,12,11,13,11,10,9,9
120922,9/22/2012,14,13,13,14,14,12,11,11
120923,9/23/2012,12,7,10,12,12,9,7,8
120924,9/24/2012,11,8,9,11,9,7,7,7
120925,9/25/2012,12,11,10,12,11,10,9,8
120926,9/26/2012,12,8,9,12,9,10,10,9
120927,9/27/2012,10,8,8,10,9,7,6,6
120928,9/28/2012,7,5,5,7,5,4,4,3
120929,9/29/2012,11,8,9,11,11,9,8,8
120930,9/30/2012,12,7,9,12,11,9,7,8
121001,10/1/2012,12,7,9,12,12,9,8,8
121002,10/2/2012,14,11,12,14,14,12,11,11
121003,10/3/2012,15,14,13,15,14,13,12,13
121004,10/4/2012,14,13,12,14,14,12,12,12
121005,10/5/2012,16,16,15,16,17,14,12,13
121006,10/6/2012,12,11,10,12,13,10,8,8
121007,10/7/2012,7,6,5,7,8,4,3,3
121008,10/8/2012,8,7,6,8,7,4,2,2
121009,10/9/2012,8,6,5,8,6,4,3,2
121010,10/10/2012,8,7,6,8,7,6,4,5
121011,10/11/2012,8,7,6,8,8,4,1,1
121012,10/12/2012,4,3,2,4,4,1,-1,-1
121013,10/13/2012,4,3,2,4,4,0,-3,-2
121014,10/14/2012,6,5,4,6,5,4,3,3
121015,10/15/2012,13,10,10,13,11,10,10,10
121016,10/16/2012,6,8,5,6,7,3,3,3
121017,10/17/2012,9,5,6,9,8,4,2,2
121018,10/18/2012,12,10,9,12,9,7,6,6
121019,10/19/2012,12,11,10,12,11,9,9,7
121020,10/20/2012,15,14,13,15,15,11,9,9
121021,10/21/2012,9,7,7,9,9,6,4,4
121022,10/22/2012,10,6,7,10,10,6,4,4
121023,10/23/2012,9,4,6,9,8,6,3,4
121024,10/24/2012,9,6,6,9,6,5,4,3
121025,10/25/2012,11,7,8,11,9,7,6,6
121026,10/26/2012,14,10,11,14,12,10,11,10
121027,10/27/2012,16,12,12,16,13,11,11,11
121028,10/28/2012,13,9,10,13,12,9,8,7
121029,10/29/2012,12,8,10,12,13,9,8,8
121030,10/30/2012,13,9,11,13,14,11,9,10
121031,10/31/2012,9,5,7,9,9,7,5,6
121101,11/1/2012,6,1,3,6,6,3,1,1
121102,11/2/2012,6,1,3,6,7,2,0,0
121103,11/3/2012,4,-1,1,4,5,1,-1,-1
121104,11/4/2012,2,-3,-1,2,3,-2,-3,-3
121105,11/5/2012,0,-6,-4,0,0,-4,-6,-6
121106,11/6/2012,-2,-6,-5,-1,-2,-6,-8,-9
121107,11/7/2012,-2,-6,-5,-2,-3,-5,-6,-8
121108,11/8/2012,0,-4,-2,1,1,-2,-4,-4
121109,11/9/2012,2,-2,0,3,4,-1,-3,-4
121110,11/10/2012,3,0,1,4,4,0,-2,-3
121111,11/11/2012,6,2,4,7,6,2,2,0
121112,11/12/2012,10,9,8,12,9,7,8,8
121113,11/13/2012,6,1,4,7,7,4,2,2
121114,11/14/2012,1,-3,-2,2,1,-3,-2,-5
121115,11/15/2012,-1,-4,-3,0,-1,-3,-3,-6
121116,11/16/2012,1,-2,-1,2,1,-2,-1,-5
121117,11/17/2012,2,-1,0,3,3,-2,0,-5
121118,11/18/2012,1,-2,-1,2,1,-2,-1,-5
121119,11/19/2012,2,-1,-1,2,2,-3,-3,-6
121120,11/20/2012,3,2,0,3,1,1,0,-2
121121,11/21/2012,4,2,2,4,4,1,-1,-1
121122,11/22/2012,5,3,2,4,4,2,1,-1
121123,11/23/2012,6,4,3,5,5,3,1,2
121124,11/24/2012,1,0,-1,0,2,-2,-3,-3
121125,11/25/2012,-4,-6,-6,-5,-2,-6,-9,-8
121126,11/26/2012,-3,-4,-5,-3,-1,-5,-7,-6
121127,11/27/2012,-3,-4,-5,-3,-1,-4,-6,-5
121128,11/28/2012,-2,-5,-5,-3,-2,-5,-5,-5
121129,11/29/2012,-2,-6,-5,-2,0,-5,-7,-6
121130,11/30/2012,-8,-10,-10,-9,-6,-10,-13,-13
121201,12/1/2012,-6,-6,-7,-5,-5,-7,-8,-7
121202,12/2/2012,-1,-1,-2,0,0,-2,0,0
121203,12/3/2012,2,1,1,2,2,1,1,1
121204,12/4/2012,2,2,0,2,-1,2,2,2
121205,12/5/2012,1,1,0,1,2,1,-1,-1
121206,12/6/2012,-3,-5,-5,-3,-3,-5,-8,-7
121207,12/7/2012,-2,-3,-4,-2,-3,-3,-5,-4
121208,12/8/2012,2,2,0,2,0,2,0,0
121209,12/9/2012,2,1,1,2,3,1,-2,-1
121210,12/10/2012,2,1,1,2,3,1,-1,0
121211,12/11/2012,-1,-2,-3,-2,1,-2,-4,-4
121212,12/12/2012,-2,-3,-4,-3,-1,-4,-7,-7
121213,12/13/2012,-1,-2,-3,-2,-1,-3,-5,-5
121214,12/14/2012,0,-2,-2,-1,-1,-3,-4,-4
121215,12/15/2012,-3,-4,-5,-4,-2,-5,-7,-7
121216,12/16/2012,-6,-8,-8,-7,-6,-8,-9,-9
121217,12/17/2012,-2,-3,-4,-2,-2,-3,-4,-4
121218,12/18/2012,1,1,0,1,1,1,-1,1
121219,12/19/2012,0,-1,-1,0,0,-1,-2,-2
121220,12/20/2012,-1,-2,-2,-1,1,-2,-4,-3
121221,12/21/2012,3,1,2,2,4,1,-1,0
121222,12/22/2012,-3,-4,-5,-4,-1,-6,-8,-6
121223,12/23/2012,-6,-7,-7,-7,-3,-7,-11,-9
121224,12/24/2012,-4,-5,-5,-5,-2,-7,-7,-8
121225,12/25/2012,-5,-6,-6,-6,-4,-8,-9,-7
121226,12/26/2012,-4,-6,-7,-5,-6,-7,-9,-9
121227,12/27/2012,-2,-3,-3,-3,-1,-4,-6,-5
121228,12/28/2012,-6,-6,-7,-6,-4,-7,-10,-9
121229,12/29/2012,-6,-7,-8,-7,-6,-7,-9,-9
121230,12/30/2012,-10,-10,-11,-11,-7,-10,-12,-11
121231,12/31/2012,-7,-8,-9,-10,-5,-9,-9,-11